,id,title,popularity,overview,tagline,keywords,cast,genres,combined
292,364,Batman Returns,15.001681,batman gotham different light selina kyle maxs,bat penguin cat,gotham dc city life hallucination comics hero fighter fictional cage violence corruption evil dark double villain vigilante crime superhero bird super deformed circus christmas tree holiday powers,michaelkeaton dannydevito michellepfeiffer christopherwalken michaelgough pathingle vincentschiavelli michaelmurphy cristiconaway paulreubens dianesalinger,action fantasy,batman gotham different light selina kyle maxs bat penguin cat gotham dc city life hallucination comics hero fighter fictional cage violence corruption evil dark double villain vigilante crime superhero bird super deformed circus christmas tree holiday powers michaelkeaton dannydevito michellepfeiffer christopherwalken michaelgough pathingle vincentschiavelli michaelmurphy cristiconaway paulreubens dianesalinger action fantasy
293,621,Grease,7.8548990000000005,australian good girl sandy unexpectedly discover theyre,grease word,the pep dance running mooning car tracks play of makeover gang based or automobile wrong whistle greaser gossip school nostalgic side credits wolf principal musical graduation flying racing rivalry animated rally on street,johntravolta olivianewtonjohn stockardchanning jeffconaway didiconn barrypearl michaeltucci kellyward jamiedonnelly dinahmanoff evearden eddbyrnes sidcaesar dodygoodman susanbuckner ellentravolta annettecharles dennisstewart joanblondell eddiedeezen fannieflagg lorenzolamas frankieavalon,romance,australian good girl sandy unexpectedly discover theyre grease word the pep dance running mooning car tracks play of makeover gang based or automobile wrong whistle greaser gossip school nostalgic side credits wolf principal musical graduation flying racing rivalry animated rally on street johntravolta olivianewtonjohn stockardchanning jeffconaway didiconn barrypearl michaeltucci kellyward jamiedonnelly dinahmanoff evearden eddbyrnes sidcaesar dodygoodman susanbuckner ellentravolta annettecharles dennisstewart joanblondell eddiedeezen fannieflagg lorenzolamas frankieavalon romance
294,55687,Adrenalin: Fear the Rush,0.782292,united states police officers delon natasha henstridge,dead hes dawnwe,virus postapocalyptic,christopherlambert natashahenstridge norbertweisser elizabethbarondes xavierdeclie darrelldavis nicholasguest andrewdivoff jonhepstein,action sciencefiction thriller,united states police officers delon natasha henstridge dead hes dawnwe virus postapocalyptic christopherlambert natashahenstridge norbertweisser elizabethbarondes xavierdeclie darrelldavis nicholasguest andrewdivoff jonhepstein action sciencefiction thriller
295,378,Raising Arizona,14.011415,absurd yet likable family give hollywood one,years childrearing lay,arizona baby supermarket pregnancy and birth,nicolascage hollyhunter treywilson johngoodman williamforsythe sammcmurray francesmcdormand randalltexcobb tjkuhn lynnekitei memmetwalsh,comedy crime,absurd yet likable family give hollywood one years childrearing lay arizona baby supermarket pregnancy and birth nicolascage hollyhunter treywilson johngoodman williamforsythe sammcmurray francesmcdormand randalltexcobb tjkuhn lynnekitei memmetwalsh comedy crime
296,2322,Sneakers,7.207325,shadowy us intelligence agents blackmail box codebreaking,could tell course,company computer hacker assignment mathematician,robertredford sidneypoitier danaykroyd davidstrathairn riverphoenix timothybusfield marymcdonnell benkingsley jamesearljones donallogue denisedowse eddiejones timewinters bodhielfman stephentobolowsky georgehearn leegarlington georgecheung michaelkinney garyhershberger,comedy crime drama,shadowy us intelligence agents blackmail box codebreaking could tell course company computer hacker assignment mathematician robertredford sidneypoitier danaykroyd davidstrathairn riverphoenix timothybusfield marymcdonnell benkingsley jamesearljones donallogue denisedowse eddiejones timewinters bodhielfman stephentobolowsky georgehearn leegarlington georgecheung michaelkinney garyhershberger comedy crime drama
297,3179,Beavis and Butt-Head Do America,8.855685000000003,mike judges slacker duo beavis clueless adventure,screen bigger tv,las dc hotel team casino sun based tv adult sperm washington series vegas animation swat movie television on road,mikejudge brucewillis demimoore robertstack richardlinklater richardlinklater clorisleachman gregkinnear davidletterman tonydarling davidletterman kristoforbrown ericbogosian jacquelinebarba pamelablair,animation comedy,mike judges slacker duo beavis clueless adventure screen bigger tv las dc hotel team casino sun based tv adult sperm washington series vegas animation swat movie television on road mikejudge brucewillis demimoore robertstack richardlinklater richardlinklater clorisleachman gregkinnear davidletterman tonydarling davidletterman kristoforbrown ericbogosian jacquelinebarba pamelablair animation comedy
298,4232,Scream,13.326443,begins one body count rising girl ghostface,scary movies one,killer film selfreferential reporter slasher gore serial tabloid meta halloween news,davidarquette nevecampbell courteneycox matthewlillard rosemcgowan skeetulrich drewbarrymore jamiekennedy wearlbrown josephwhipp lievschreiber rogerljackson kevinpatrickwalls davidbooth lawrencehecht francesleemccain henrywinkler lindablair wescraven,crime horror mystery,begins one body count rising girl ghostface scary movies one killer film selfreferential reporter slasher gore serial tabloid meta halloween news davidarquette nevecampbell courteneycox matthewlillard rosemcgowan skeetulrich drewbarrymore jamiekennedy wearlbrown josephwhipp lievschreiber rogerljackson kevinpatrickwalls davidbooth lawrencehecht francesleemccain henrywinkler lindablair wescraven crime horror mystery
299,2928,Michael,9.473162,woman claiming paper recieves tabloid reporters angel,angel saint hes,director woman vice reporter michael angel trip archangel road dog,johntravolta andiemacdowell williamhurt bobhoskins jeanstapleton robertpastorelli terigarr joeylaurenadams johnhussey,comedy drama fantasy,woman claiming paper recieves tabloid reporters angel angel saint hes director woman vice reporter michael angel trip archangel road dog johntravolta andiemacdowell williamhurt bobhoskins jeanstapleton robertpastorelli terigarr joeylaurenadams johnhussey comedy drama fantasy
300,2892,Angel Baby,0.775616,two schizophrenics meet love unfortunately fall nowhere,loves transcendent power,schizophrenia wish therapy baby therapist child,johnlynch jacquelinemckenzie colinfriels deborraleefurness geoffbrooks humphreybower alexpinder,drama,two schizophrenics meet love unfortunately fall nowhere loves transcendent power schizophrenia wish therapy baby therapist child johnlynch jacquelinemckenzie colinfriels deborraleefurness geoffbrooks humphreybower alexpinder drama
301,8860,Metro,10.519480999999999,bank robber murderous hostage negotiator catches escapes,san franciscos top,hostagetaking thief hostage of san revenge francisco negotiation police jewel liberation persuasion,eddiemurphy kimmiyori artevans jamescarpenter michaelrapaport donallogue jenichua michaelwincott carmenejogo,action adventure comedy crime thriller,bank robber murderous hostage negotiator catches escapes san franciscos top hostagetaking thief hostage of san revenge francisco negotiation police jewel liberation persuasion eddiemurphy kimmiyori artevans jamescarpenter michaelrapaport donallogue jenichua michaelwincott carmenejogo action adventure comedy crime thriller
302,31000,Amos & Andrew,3.941294,armed men chief tolliver dabney coleman realizes,misunderstood misplaced mismatched,bad cop press,samuelljackson michaellerner margaretcolin nicolascage dabneycoleman braddourif chelcieross jordanlund,action comedy,armed men chief tolliver dabney coleman realizes misunderstood misplaced mismatched bad cop press samuelljackson michaellerner margaretcolin nicolascage dabneycoleman braddourif chelcieross jordanlund action comedy
303,4104,Benny & Joon,10.597116,mentally ill young woman finds eccentric man,romance brink reality,sister relationship car autism brother garage,johnnydepp marystuartmasterson aidanquinn juliannemoore oliverplatt cchpounder danhedaya joegrifasi williamhmacy lianecurtis eileenryan lynettewalden waldolarson donhamilton leslielaursen johngrantphillips irvinjohnson shanenilsson fayekillebrew ramsinamirkhas amyalizabethsanford briankeevy tonylincoln noonorsatti dankamin gregorycook aaronhaedt,comedy drama romance,mentally ill young woman finds eccentric man romance brink reality sister relationship car autism brother garage johnnydepp marystuartmasterson aidanquinn juliannemoore oliverplatt cchpounder danhedaya joegrifasi williamhmacy lianecurtis eileenryan lynettewalden waldolarson donhamilton leslielaursen johngrantphillips irvinjohnson shanenilsson fayekillebrew ramsinamirkhas amyalizabethsanford briankeevy tonylincoln noonorsatti dankamin gregorycook aaronhaedt comedy drama romance
304,784,Kolya,13.947867,disillusioned prague man named cellisten louka russian,,understanding musician figure disappointment instability best revolution child from republic russian single barrier socialism childhood prague fictitious teacher father trabant political responsability profession friendship escape friend funeral memory cellist marriage communism despair crematorium concert relationship son language czech ban cello,andreichalimon zdeněksvěrák libušešafránková ondřejvetchý stellazázvorková silviašuvadová ladislavsmoljak irinabezrukova,music drama comedy,disillusioned prague man named cellisten louka russian  understanding musician figure disappointment instability best revolution child from republic russian single barrier socialism childhood prague fictitious teacher father trabant political responsability profession friendship escape friend funeral memory cellist marriage communism despair crematorium concert relationship son language czech ban cello andreichalimon zdeněksvěrák libušešafránková ondřejvetchý stellazázvorková silviašuvadová ladislavsmoljak irinabezrukova music drama comedy
305,1968,Fools Rush In,6.2855739999999996,alex isabel town meets fuentes salma hayek,life meant changing,waitress clash romantic pregnancy comedy culture,matthewperry salmahayek jontenney siobhanfallon angelinatorres johnbennettperry jillclayburgh suzannesnyder annebetancourt markadairrios stanleydesantis joshcruze angelalanza chrisbauer carlosgómez,drama comedy romance,alex isabel town meets fuentes salma hayek life meant changing waitress clash romantic pregnancy comedy culture matthewperry salmahayek jontenney siobhanfallon angelinatorres johnbennettperry jillclayburgh suzannesnyder annebetancourt markadairrios stanleydesantis joshcruze angelalanza chrisbauer carlosgómez drama comedy romance
306,66,Absolute Power,7.6612399999999985,run yet may hold evidence master thief,corrupts absolutely,service house secret suspense dc usa daughter assassination agent government rape corruption president white washington,clinteastwood genehackman edharris scottglenn lauralinney judydavis dennishaysbert alisoneastwood melorahardin egmarshall richardjenkins,crime drama thriller,run yet may hold evidence master thief corrupts absolutely service house secret suspense dc usa daughter assassination agent government rape corruption president white washington clinteastwood genehackman edharris scottglenn lauralinney judydavis dennishaysbert alisoneastwood melorahardin egmarshall richardjenkins crime drama thriller
307,638,Lost Highway,8.449722,enigmatic story involving murder surveillance gangsters doppelgangers,,musician dream housebreaking bedroom mechanic gangster female headache husband and insanity videoband corpse eroticism sexual prison nightmare violent circle car hallucination murder bloodthirstiness cadillac vicious motel sadistic boss highway crash identity dying cell suspicion frustration jealousy police jazz dual schizophrenia extramarital surreal paranoia crisis impotence death affair pornography transformation,billpullman patriciaarquette johnroselius louiseppolito robertblake jennamaetlind michaelmassee henryrollins michaelshamuswiles minkstole leonardtermo ivoryocean jackkehler davidbyrd geneross balthazargetty fwilliamparker guysiner alexanderfolk garybusey lucybutler carlsundstrom johnsolari jack algarrett heatherstephens giovanniribisi scottcoffey natashagregsonwagner amandaanka jennifersyme richardpryor robertloggia mattsigloch gilbertbcombs gregtravis jacknance lisaboyle lesliebega marilynmanson jeordiewhite,drama thriller mystery,enigmatic story involving murder surveillance gangsters doppelgangers  musician dream housebreaking bedroom mechanic gangster female headache husband and insanity videoband corpse eroticism sexual prison nightmare violent circle car hallucination murder bloodthirstiness cadillac vicious motel sadistic boss highway crash identity dying cell suspicion frustration jealousy police jazz dual schizophrenia extramarital surreal paranoia crisis impotence death affair pornography transformation billpullman patriciaarquette johnroselius louiseppolito robertblake jennamaetlind michaelmassee henryrollins michaelshamuswiles minkstole leonardtermo ivoryocean jackkehler davidbyrd geneross balthazargetty fwilliamparker guysiner alexanderfolk garybusey lucybutler carlsundstrom johnsolari jack algarrett heatherstephens giovanniribisi scottcoffey natashagregsonwagner amandaanka jennifersyme richardpryor robertloggia mattsigloch gilbertbcombs gregtravis jacknance lisaboyle lesliebega marilynmanson jeordiewhite drama thriller mystery
308,27322,Love Jones,1.251862,nina starts dating moseley darius young black,get together fall,exboyfriend film independent sex african american,larenztate nialong isaiahwashington billbellamy lisanicolecarson mariefrançoisetheodore,comedy drama romance,nina starts dating moseley darius young black get together fall exboyfriend film independent sex african american larenztate nialong isaiahwashington billbellamy lisanicolecarson mariefrançoisetheodore comedy drama romance
309,1624,Liar Liar,10.102471000000001,wish fletcher maxs comes true discovers son,trust,lie wish california 1990s birthday workaholic pregnancy and birth,jimcarrey mauratierney caryelwes jennifertilly swoosiekurtz sarapaxton annehaney amandadonohoe jasonbernard mitchellryan kristaallen justincooper christophermayer,comedy,wish fletcher maxs comes true discovers son trust lie wish california 1990s birthday workaholic pregnancy and birth jimcarrey mauratierney caryelwes jennifertilly swoosiekurtz sarapaxton annehaney amandadonohoe jasonbernard mitchellryan kristaallen justincooper christophermayer comedy
310,4477,The Devil's Own,10.675073,frankie toms growing suspicions forces iras deadliest,different two men,new ireland terrorist york northern anonymity,harrisonford bradpitt margaretcolin rubénblades treatwilliams georgehearn mitchellryan nataschamcelhone paulronan simonjones juliastiles ashleycarin kellysinger davidohara davidwilmot robmcelhenney chancekelly,crime thriller drama,frankie toms growing suspicions forces iras deadliest different two men new ireland terrorist york northern anonymity harrisonford bradpitt margaretcolin rubénblades treatwilliams georgehearn mitchellryan nataschamcelhone paulronan simonjones juliastiles ashleycarin kellysinger davidohara davidwilmot robmcelhenney chancekelly crime thriller drama
311,105763,A Chef in Love,0.631834,pascals largerthanlife french traveller bon vivant frenchgeorgian,,woman caucasus gourmet revolution chef director,pierrerichard michelinepresle ninokirtadze jeanyvesgautier temuriqamkhadze ramazchkhikvadze kakhikavsadze gurampirtskhalava khatunaioseliani marinakakhiani ninokoberidze shotaqristesashvili gogagvessiliani aleksandrilin gogolakalandadze elgudzhaburduli,drama comedy romance foreign,pascals largerthanlife french traveller bon vivant frenchgeorgian  woman caucasus gourmet revolution chef director pierrerichard michelinepresle ninokirtadze jeanyvesgautier temuriqamkhadze ramazchkhikvadze kakhikavsadze gurampirtskhalava khatunaioseliani marinakakhiani ninokoberidze shotaqristesashvili gogagvessiliani aleksandrilin gogolakalandadze elgudzhaburduli drama comedy romance foreign
312,816,Austin Powers: International Man of Mystery,11.749158999999999,stop megalomaniac dr evil sexy sidekick vanessa,cooler hed still,duringcreditsstinger telescope travel spoof penthouse bond apartment scene missile airplane aftercreditsstinger dancing therapy trapdoor judo undercover james android 60s time swinging clowning group,mikemyers elizabethhurley michaelyork mimirogers sethgreen fabianaudenio mindysterling pauldillon robertwagner charlesnapier willferrell joannrichter anastasiasakelaris afifialaouie monetmazur clinthoward elyabaskin cynthialamontagne joegrisaffi joeson larrythomas cindymargolis donnawscott tomarnold carriefisher christianslater christianslater,sciencefiction comedy crime,stop megalomaniac dr evil sexy sidekick vanessa cooler hed still duringcreditsstinger telescope travel spoof penthouse bond apartment scene missile airplane aftercreditsstinger dancing therapy trapdoor judo undercover james android 60s time swinging clowning group mikemyers elizabethhurley michaelyork mimirogers sethgreen fabianaudenio mindysterling pauldillon robertwagner charlesnapier willferrell joannrichter anastasiasakelaris afifialaouie monetmazur clinthoward elyabaskin cynthialamontagne joegrisaffi joeson larrythomas cindymargolis donnawscott tomarnold carriefisher christianslater christianslater sciencefiction comedy crime
313,2163,Breakdown,7.926621000000001,amy jeff police hes never seen johnathan,could happen,moving trucker deception redneck car murder breakdown highway extortion stranded desert california diner bank barn ransom kidnapping suspense donut chase captive vacation,kurtrussell jtwalsh kathleenquinlan mcgainey jacknoseworthy rexlinn ritchbrinkley moiraharris kimrobillard thomaskopache jackmcgee vincentberry helenduffy ancelcook genehartline,drama action thriller,amy jeff police hes never seen johnathan could happen moving trucker deception redneck car murder breakdown highway extortion stranded desert california diner bank barn ransom kidnapping suspense donut chase captive vacation kurtrussell jtwalsh kathleenquinlan mcgainey jacknoseworthy rexlinn ritchbrinkley moiraharris kimrobillard thomaskopache jackmcgee vincentberry helenduffy ancelcook genehartline drama action thriller
314,18,The Fifth Element,24.30526,taxi driver unintentionally given young girl 2257,future without,singer the travel dealer end hotel egypt liner taxi ancient shootout against archeologist cyborg new city of resort priest future race evil military cab space driver york good clone police alien stowaway cruise time opera vs astronaut chase world arms love,brucewillis garyoldman ianholm millajovovich christucker lukeperry brionjames tomlisterjr leeevans charliecreedmiles tricky johnneville johnbluthal mathieukassovitz christopherfairbank kimchan julietwallace almatthews maïwenn macmcdonald indraové genevievemaylam jasonsalkey michaelculkin honpingtang vincenzopellegrino richardleaf ivanheng sonitahenry timmcmullan georgekhan johnhughes robertobryce saidtalidi cliftonlloydbryan justinleeburrows richardashton jeromestjohnblake kevinmolloy billreimbold colinbrooks anthonychinn samdouglas derekezenagu davidkennedy davidbarrass rogermonk markseaton jeanluccaron rizmeedin jerryezekiel rachelwillis natashabrice sophiagoth martinmcdougall petedunwell paulpriestley stewartharveywilson davidfishley carltonchance ginclarke vladimirmccrary aronparamor alanruscoe christopheradamson èvesalvail kaleemjanjua tyronetyrell kevinbrewerton ianbeckett sonnycaldinez zetagraff eddieellwood yui lauradepalma lennymclean robertoates johnsharian fredwilliams sibylbuck sarahcarrington aliyassine seanbuckley danemessam nathanhamlett cecilcheng scottwoods leondekker davidgarvey stanleykowalski omarwilliams robertclapperton robertalexander miafrye leowilliams ckeithmartin jddawodu patricknicholls shaundavis roygarcia alexgeorgijev marieguillard reneemontemayor stinarichardson kristenfick françoisguillaume anitakoh kamaylau tracyredington gitosantana franksenger jossskottowe rogerwright johnbennett,adventure fantasy action thriller sciencefiction,taxi driver unintentionally given young girl 2257 future without singer the travel dealer end hotel egypt liner taxi ancient shootout against archeologist cyborg new city of resort priest future race evil military cab space driver york good clone police alien stowaway cruise time opera vs astronaut chase world arms love brucewillis garyoldman ianholm millajovovich christucker lukeperry brionjames tomlisterjr leeevans charliecreedmiles tricky johnneville johnbluthal mathieukassovitz christopherfairbank kimchan julietwallace almatthews maïwenn macmcdonald indraové genevievemaylam jasonsalkey michaelculkin honpingtang vincenzopellegrino richardleaf ivanheng sonitahenry timmcmullan georgekhan johnhughes robertobryce saidtalidi cliftonlloydbryan justinleeburrows richardashton jeromestjohnblake kevinmolloy billreimbold colinbrooks anthonychinn samdouglas derekezenagu davidkennedy davidbarrass rogermonk markseaton jeanluccaron rizmeedin jerryezekiel rachelwillis natashabrice sophiagoth martinmcdougall petedunwell paulpriestley stewartharveywilson davidfishley carltonchance ginclarke vladimirmccrary aronparamor alanruscoe christopheradamson èvesalvail kaleemjanjua tyronetyrell kevinbrewerton ianbeckett sonnycaldinez zetagraff eddieellwood yui lauradepalma lennymclean robertoates johnsharian fredwilliams sibylbuck sarahcarrington aliyassine seanbuckley danemessam nathanhamlett cecilcheng scottwoods leondekker davidgarvey stanleykowalski omarwilliams robertclapperton robertalexander miafrye leowilliams ckeithmartin jddawodu patricknicholls shaundavis roygarcia alexgeorgijev marieguillard reneemontemayor stinarichardson kristenfick françoisguillaume anitakoh kamaylau tracyredington gitosantana franksenger jossskottowe rogerwright johnbennett adventure fantasy action thriller sciencefiction
315,2058,Addicted to Love,8.085194,suave frenchman named anton normal dumpee would,last laughs lost,revenge jealousy breakup love,megryan matthewbroderick kellypreston tchékykaryo maureenstapleton nesbittblaisdell remakramsay leewilkof susanforristal,comedy romance,suave frenchman named anton normal dumpee would last laughs lost revenge jealousy breakup love megryan matthewbroderick kellypreston tchékykaryo maureenstapleton nesbittblaisdell remakramsay leewilkof susanforristal comedy romance
316,330,The Lost World: Jurassic Park,0.7881229999999999,malcolm hammond jurassic parks genetically bred dinosaurs,something survived,velociraptor diego dna jurassic horror island san park rex tyrannosaurus dinosaur animal paleontology exotic,jeffgoldblum juliannemoore petepostlethwaite richardattenborough vincevaughn arlisshoward vanessaleechester josephmazzello arianarichards stevenspielberg peterstormare camillabelle thomasrosalesjr thomasfduffy richardschiff harveyjason ianabercrombie brianturk katyboyer coltonjames larryguardino eliroth eliroth,adventure action sciencefiction,malcolm hammond jurassic parks genetically bred dinosaurs something survived velociraptor diego dna jurassic horror island san park rex tyrannosaurus dinosaur animal paleontology exotic jeffgoldblum juliannemoore petepostlethwaite richardattenborough vincevaughn arlisshoward vanessaleechester josephmazzello arianarichards stevenspielberg peterstormare camillabelle thomasrosalesjr thomasfduffy richardschiff harveyjason ianabercrombie brianturk katyboyer coltonjames larryguardino eliroth eliroth adventure action sciencefiction
317,33660,Shiloh,2.8944900000000002,marty runs away father stern wont let,best friend risks,rescue actor heart boy animal and warming dog,blakeheron jmadisonwright michaelmoriarty scottwilson rodsteiger,drama family,marty runs away father stern wont let best friend risks rescue actor heart boy animal and warming dog blakeheron jmadisonwright michaelmoriarty scottwilson rodsteiger drama family
318,1701,Con Air,11.545982,justreleased cameron poe whod rather reunite virus,deadly wings ground,las standoff ambush gas bravery hijacking us shootout prison convict station hero motorcycle agent war dea violence desert mexican vegas escape undercover airport brutality explosion marshal helicopter chase,nicolascage johncusack johnmalkovich vingrhames nickchinlund stevebuscemi colmmeaney rachelticotin davechappelle mykeltiwilliamson dannytrejo mcgainey steveeastin monicapotter landryallbright renolysantiago brendankelly jesseborrego josézúñiga mongobrownlee doncharlesmcgovern angelafeatherstone doughutchison jerispoindexter davidramsey conradgoode emiliorivera marioroberts tygrandersonjones bobstephenson dylanhaggerty carlciarfalio nedbellamy johnroselius fredriclehne johnmarshalljones tommybush brianwillems billcusack georgerandall jamiebozian harleyzumbrum dougdearth kevingage,action thriller crime,justreleased cameron poe whod rather reunite virus deadly wings ground las standoff ambush gas bravery hijacking us shootout prison convict station hero motorcycle agent war dea violence desert mexican vegas escape undercover airport brutality explosion marshal helicopter chase nicolascage johncusack johnmalkovich vingrhames nickchinlund stevebuscemi colmmeaney rachelticotin davechappelle mykeltiwilliamson dannytrejo mcgainey steveeastin monicapotter landryallbright renolysantiago brendankelly jesseborrego josézúñiga mongobrownlee doncharlesmcgovern angelafeatherstone doughutchison jerispoindexter davidramsey conradgoode emiliorivera marioroberts tygrandersonjones bobstephenson dylanhaggerty carlciarfalio nedbellamy johnroselius fredriclehne johnmarshalljones tommybush brianwillems billcusack georgerandall jamiebozian harleyzumbrum dougdearth kevingage action thriller crime
319,26422,The Pillow Book,2.6903189999999997,japan nagikos father paints characters 10thcentury ladyinwaiting,,,vivianwu yoshioida kenogata hidekoyoshida ewanmcgregor yutakahonda judyongg kenmitsuishi barbaralott lynnelangdon,drama foreign romance,japan nagikos father paints characters 10thcentury ladyinwaiting   vivianwu yoshioida kenogata hidekoyoshida ewanmcgregor yutakahonda judyongg kenmitsuishi barbaralott lynnelangdon drama foreign romance
320,1639,Speed 2: Cruise Control,11.268531,lunatic computer genius willem dafoe sets young,ride gets even,cruise computer diamond course collision disaster boat,sandrabullock jasonpatric willemdafoe temueramorrison mikehagerty colleencamp joemorton glennplummer bosvenson kimmyrobertson jessicadiz tamia brianmccardie christinefirkins michaelohagan benmeyerson,action adventure thriller,lunatic computer genius willem dafoe sets young ride gets even cruise computer diamond course collision disaster boat sandrabullock jasonpatric willemdafoe temueramorrison mikehagerty colleencamp joemorton glennplummer bosvenson kimmyrobertson jessicadiz tamia brianmccardie christinefirkins michaelohagan benmeyerson action adventure thriller
321,415,Batman & Robin,17.038823999999998,freeze ivy homicidal horticulturalist poison plans new,strength courage honor,dual place gotham double life city dc crime superhero comics fighter card super fictional credit powers identity,georgeclooney chrisodonnell arnoldschwarzenegger umathurman aliciasilverstone michaelgough pathingle ellemacpherson johnglover vivicaafox robertswenson coolio jesseventura ralfmoeller,action crime fantasy,freeze ivy homicidal horticulturalist poison plans new strength courage honor dual place gotham double life city dc crime superhero comics fighter card super fictional credit powers identity georgeclooney chrisodonnell arnoldschwarzenegger umathurman aliciasilverstone michaelgough pathingle ellemacpherson johnglover vivicaafox robertswenson coolio jesseventura ralfmoeller action crime fantasy
322,8874,My Best Friend's Wedding,4.678572,debutante kimberly wallace food critic julianne potter,love deciding life,proposal new wedding secret kiss life of ones manwoman relation karaoke marriage love,juliaroberts dermotmulroney camerondiaz ruperteverett philipbosco memmetwalsh rachelgriffiths carriepreston susansullivan christophermasterson racialexander jennifergarrett kelleiasheerin breeturner cassiecreasy lucinapaquet aidabaggio shirleykelly georgebozonelos lorettapaoletti paulgiamatti pauladelstein harryshearer,comedy romance,debutante kimberly wallace food critic julianne potter love deciding life proposal new wedding secret kiss life of ones manwoman relation karaoke marriage love juliaroberts dermotmulroney camerondiaz ruperteverett philipbosco memmetwalsh rachelgriffiths carriepreston susansullivan christophermasterson racialexander jennifergarrett kelleiasheerin breeturner cassiecreasy lucinapaquet aidabaggio shirleykelly georgebozonelos lorettapaoletti paulgiamatti pauladelstein harryshearer comedy romance
323,266,Contempt,7.5433369999999975,screenwriter paul javals marriage wife camille disintegrates,much brazen bardot,triangle divorce film business car crash capri producer villa screenwriter cinecittà making italy jealousy love,brigittebardot michelpiccoli jackpalance giorgiamoll fritzlang raoulcoutard jeanlucgodard lindaveras,drama,screenwriter paul javals marriage wife camille disintegrates much brazen bardot triangle divorce film business car crash capri producer villa screenwriter cinecittà making italy jealousy love brigittebardot michelpiccoli jackpalance giorgiamoll fritzlang raoulcoutard jeanlucgodard lindaveras drama
324,754,Face/Off,11.467391000000001,terrorist agent escapes custody antiterrorism goes gather,must become order,face standoff extreme and angeles criminal shootout transplant prison deception ballet tragedy gang flashback agent violence mexican hate hostility hospital villain golden fbi revenge escape los gun undercover biological fistfight rage explosion chase arch bullet boat weapon,johntravolta nicolascage joanallen alessandronivola ginagershon dominiqueswain nickcassavetes harvepresnell colmfeore johncarrolllynch cchpounder robertwisdom margaretcho jamesdenton mattross chrisbauer mylesjeffrey davidmccurley thomasjane dannymasterson lisaboyle lindahoffman,action crime sciencefiction thriller,terrorist agent escapes custody antiterrorism goes gather must become order face standoff extreme and angeles criminal shootout transplant prison deception ballet tragedy gang flashback agent violence mexican hate hostility hospital villain golden fbi revenge escape los gun undercover biological fistfight rage explosion chase arch bullet boat weapon johntravolta nicolascage joanallen alessandronivola ginagershon dominiqueswain nickcassavetes harvepresnell colmfeore johncarrolllynch cchpounder robertwisdom margaretcho jamesdenton mattross chrisbauer mylesjeffrey davidmccurley thomasjane dannymasterson lisaboyle lindahoffman action crime sciencefiction thriller
325,2142,Cop Land,9.159310000000001,place everyone calls “ cop land ”,one law,handcuffs trade cop independent bad accident new city film car murder bridge dirty jumping crash violence internal corruption corrupt affairs off york fbi a arson center alive police nypd burned jersey world,sylvesterstallone harveykeitel rayliotta robertdeniro michaelrapaport annabellasciorra peterberg robertpatrick arthurjnascarella johnspencer janeanegarofalo noahemmerich cathymoriarty frankvincent malikyoba ediefalco paulcalderon deborahharry tonysirico methodman johndoman philipettington,action crime drama,place everyone calls “ cop land ” one law handcuffs trade cop independent bad accident new city film car murder bridge dirty jumping crash violence internal corruption corrupt affairs off york fbi a arson center alive police nypd burned jersey world sylvesterstallone harveykeitel rayliotta robertdeniro michaelrapaport annabellasciorra peterberg robertpatrick arthurjnascarella johnspencer janeanegarofalo noahemmerich cathymoriarty frankvincent malikyoba ediefalco paulcalderon deborahharry tonysirico methodman johndoman philipettington action crime drama
326,8854,Steel,2.890462,irons steel imaginative scrap metal worker richard,heroes dont come,dc comics los angeles military soldier,shaquilleoneal annabethgish richardroundtree juddnelson irmaphall johannaray harveysilver rayj charlesnapier kerriekeane ericpierpoint tembilocke thombarry garygraham hillharper rutanyaalda johnhawkes kevingrevioux timdezarn michaelshamuswiles kamauholloway mauricechasse joshcruze nancywolfe rickworthy scotchellisloring jacquelynhouston johnfodonohue cydstrittmatter kevinsifuentes,sciencefiction action adventure,irons steel imaginative scrap metal worker richard heroes dont come dc comics los angeles military soldier shaquilleoneal annabethgish richardroundtree juddnelson irmaphall johannaray harveysilver rayj charlesnapier kerriekeane ericpierpoint tembilocke thombarry garygraham hillharper rutanyaalda johnhawkes kevingrevioux timdezarn michaelshamuswiles kamauholloway mauricechasse joshcruze nancywolfe rickworthy scotchellisloring jacquelynhouston johnfodonohue cydstrittmatter kevinsifuentes sciencefiction action adventure
327,4961,Mimic,9.128905,susan three years later finds entomologist tyler,evolutions greatest creation,sewer insects evolution mutation virus experiment horror tunnel cockroach scientist animal nest blood disease epidemic,mirasorvino jeremynortham giancarlogiannini joshbrolin alexandergoodwin charlessdutton fmurrayabraham alixkoromzay jamescosta javonbarnwell normanreedus hopakkwong glennbang julianrichings jameskidnie dougjones,fantasy horror thriller,susan three years later finds entomologist tyler evolutions greatest creation sewer insects evolution mutation virus experiment horror tunnel cockroach scientist animal nest blood disease epidemic mirasorvino jeremynortham giancarlogiannini joshbrolin alexandergoodwin charlessdutton fmurrayabraham alixkoromzay jamescosta javonbarnwell normanreedus hopakkwong glennbang julianrichings jameskidnie dougjones fantasy horror thriller
